city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Amaravati,16-05-2022,4,377.18,0,4.5,95.84,6.32,33.66,40.02,1.55
Amaravati,17-05-2022,4,377.18,0,5.4,81.54,6.74,47.34,53.22,1.28
Amaravati,18-05-2022,4,373.84,0,5.14,71.53,5.3,31.33,36.78,2.06
Amaravati,19-05-2022,1,307.08,0,6.34,44.7,6.08,9.93,12.77,2.53
Amaravati,20-05-2022,4,330.45,0,4.54,123.02,7.21,38.97,45.58,1.5
Amaravati,21-05-2022,2,507.35,0,9.42,44.35,5.96,14.15,18.23,7.54
Amaravati,22-05-2022,2,283.72,0,4.28,65.8,3.43,19.98,24.99,4.75
Amaravati,23-05-2022,2,277.04,0,4.46,104.43,10.61,14.44,17.92,5.26
Amaravati,24-05-2022,2,337.12,0,7.03,82.97,10.01,18.03,24.06,7.66
Amaravati,25-05-2022,3,397.21,0,9,57.94,7.63,21.24,35.31,9.88
Amaravati,26-05-2022,4,460.62,0,7.71,75.82,8.34,40.58,49.77,6.78
Amaravati,27-05-2022,5,694.27,0,12.34,65.09,10.61,57.42,78.75,13.3
Amaravati,28-05-2022,4,580.79,0,13.54,43.63,10.01,37.41,64.69,14.57
Amaravati,29-05-2022,4,400.54,0,8.23,63.66,7.33,29.2,51.06,10.77
Amaravati,30-05-2022,3,407.22,0,7.63,72.96,7.39,24.86,40.46,8.87
Amaravati,31-05-2022,4,540.73,0,11.31,62.23,9.18,35.76,51,11.15
Amaravati,01-06-2022,4,467.3,0,11.65,57.94,17.17,36.09,50.33,11.78
Amaravati,02-06-2022,4,527.38,0,11.65,55.07,8.11,37.07,62.9,11.65
Amaravati,03-06-2022,4,473.98,0,10.02,64.37,8.82,29.87,48.23,8.87
Amaravati,04-06-2022,4,337.12,0,4.03,135.9,4.95,39.74,46.93,2.94
Amaravati,05-06-2022,4,353.81,0,4.07,113.01,5.07,37.64,51.76,3.93
Amaravati,06-06-2022,5,440.6,0,5.06,127.32,6.5,70.87,86.81,4.94
Amaravati,07-06-2022,4,413.89,0,7.28,91.55,7.57,32.66,41.06,7.35
Amaravati,08-06-2022,4,327.11,0,4.67,85.83,4.53,26.1,30.89,6.27
Amaravati,09-06-2022,3,330.45,0,5.91,80.11,4.71,22.03,30.96,7.92
Amaravati,10-06-2022,3,473.98,0,11.48,53.64,9.54,24.63,35.27,11.15
Amaravati,11-06-2022,4,540.73,0,12.51,47.21,10.01,27.08,34.24,11.53
Amaravati,12-06-2022,1,297.07,0,5.14,44.35,4.29,7.82,10.56,5.45
Amaravati,13-06-2022,2,317.1,0,4.88,72.24,4.05,16.87,20.27,5.32
Amaravati,14-06-2022,2,527.38,0.01,16.62,14.66,10.13,12.84,18.26,10.01
Amaravati,15-06-2022,4,714.3,0,18.16,29.33,13.11,29.99,38.84,13.68
Amaravati,16-06-2022,4,433.92,0,8.48,65.09,8.94,25.9,29.5,6.02
Amaravati,17-06-2022,3,383.85,0,7.54,70.1,7.33,23.04,24.91,3.61
Amaravati,18-06-2022,5,440.6,0,4.58,114.44,7.27,91.57,96.88,0
Amaravati,19-06-2022,3,337.12,0,4.28,72.96,4.17,22.79,26.47,1.44
Amaravati,20-06-2022,5,413.89,0,4.46,125.89,6.68,57.87,61.16,1.11
Amaravati,21-06-2022,1,347.14,0,9.25,24.32,5.3,8.29,10.25,2.12
Amaravati,22-06-2022,2,387.19,0.01,13.88,21.46,12.52,11.09,13.19,3.17
Amaravati,23-06-2022,4,620.84,0,12.51,49.35,10.37,39.08,42.79,2.85
Amaravati,24-06-2022,4,433.92,0,7.28,82.25,6.85,35.06,41.99,3.48
Amaravati,25-06-2022,3,507.35,0,13.37,33.62,10.37,20.31,24.23,4.18
Amaravati,26-06-2022,2,500.68,0.02,12.51,16.63,8.23,14.47,17.39,3.2
Amaravati,27-06-2022,2,433.92,0.01,10.62,20.21,6.02,12.94,16.09,2.79
Amaravati,28-06-2022,3,473.98,0,12.68,35.05,7.39,22.07,27.82,4.56
Amaravati,29-06-2022,2,380.52,0,11.65,29.68,8.58,20,23.39,5.32
Amaravati,30-06-2022,3,427.25,0,9.85,38.62,8.11,20.25,21.8,1.11
Amaravati,01-07-2022,4,1108.17,4.36,19.19,0.14,7.63,48.29,63.08,5.64
Amaravati,02-07-2022,2,440.6,0.02,12.51,16.99,8.23,10.82,13.09,2.53
Amaravati,03-07-2022,1,360.49,0,10.62,24.68,9.66,8.96,10.34,3.32
Amaravati,04-07-2022,1,313.76,0.01,6.94,19.85,2.92,4.54,5.96,2.22
Amaravati,05-07-2022,2,377.18,0.02,11.82,17.52,6.85,10.46,15.76,7.09
Amaravati,06-07-2022,1,367.16,0.01,8.65,22.35,3.87,7.28,8.95,1.87
Amaravati,07-07-2022,4,407.22,0,11.31,33.26,6.74,26.21,30.19,2.25
Amaravati,08-07-2022,1,303.75,0,7.97,24.32,4.11,8.4,9.29,1.35
Amaravati,09-07-2022,2,320.43,0,9.68,30.04,6.44,14.93,15.74,0.99
Amaravati,10-07-2022,1,260.35,0,3.6,40.05,1.18,3.42,3.65,0.72
Amaravati,11-07-2022,1,260.35,0,3.77,38.98,1.39,3.15,3.58,1.14
Amaravati,12-07-2022,1,267.03,0,3.81,42.92,1.53,3.86,4.19,0.81
Amaravati,13-07-2022,1,260.35,0,4.54,43.99,3.4,4.94,5.31,0.82
Amaravati,14-07-2022,1,267.03,0,6.68,40.05,5.84,6.16,6.97,1.58
Amaravati,15-07-2022,1,253.68,0,6.51,34.69,5.96,5.38,7.12,3.13
Amaravati,16-07-2022,2,373.84,0,11.48,28.25,6.08,12.06,17.39,6.46
Amaravati,17-07-2022,1,333.79,0.01,8.91,17.34,4.89,6.9,8.25,2.01
Amaravati,18-07-2022,1,363.83,0,8.05,25.03,5.36,9.35,10.52,1.63
Amaravati,19-07-2022,2,527.38,0.21,13.88,6.53,6.14,18.37,24.95,3.51
Amaravati,20-07-2022,4,634.19,0,15.08,25.75,6.91,32.68,44.32,4.62
Amaravati,22-07-2022,2,473.98,0.06,9.77,13.59,5.78,16.68,19.4,2.79
Amaravati,23-07-2022,2,423.91,0,13.02,23.6,10.73,17.91,19.97,1.71
Amaravati,24-07-2022,1,330.45,0,6.51,27.54,2.59,9.43,12.33,3.86
Amaravati,25-07-2022,4,700.95,0.85,15.25,1.92,5.3,29.21,38.74,4.24
Amaravati,26-07-2022,4,841.14,1.96,20.05,1.52,10.49,41.21,52.76,5.26
Amaravati,27-07-2022,5,1308.44,16.32,15.59,0,11.68,80.31,95.71,17.23
Amaravati,28-07-2022,4,487.33,0,10.62,32.54,9.66,40.66,48.22,3.2
Amaravati,29-07-2022,3,567.44,0.04,13.19,15.56,7.75,24.18,32.64,4.56
Amaravati,30-07-2022,4,841.14,0.24,14.91,6.08,7.75,36.66,49.35,4.75
Amaravati,31-07-2022,5,600.81,0,11.65,28.97,6.85,52.86,60.03,3.29
Amaravati,01-08-2022,5,547.41,0,7.88,71.53,6.85,72.08,74.94,1.61
Amaravati,02-08-2022,5,1575.47,6.31,24.68,0.12,13.59,81.23,92.52,5.51
Amaravati,03-08-2022,5,1482.01,8.61,17.48,0.02,10.01,78.8,96.26,9.12
Amaravati,04-08-2022,5,1628.88,9.95,26.39,0.05,14.66,126.14,152.33,12.29
Amaravati,05-08-2022,4,694.27,0.02,13.71,20.03,7.75,34.28,42.03,5.83
Amaravati,06-08-2022,4,600.81,0.02,14.05,16.27,6.38,36.37,43.67,3.36
Amaravati,07-08-2022,2,320.43,0.03,10.11,14.13,4.71,13.4,15.11,2.03
Amaravati,08-08-2022,1,273.7,0,9,25.03,6.14,8.42,9.03,1.04
Amaravati,09-08-2022,1,290.39,0,6.43,31.83,2.89,5.74,7.84,2.15
Amaravati,10-08-2022,1,317.1,0,7.54,27.54,3.43,7.23,10.98,5
Amaravati,11-08-2022,1,293.73,0,7.54,30.04,6.2,4.14,6.36,4.88
Amaravati,12-08-2022,4,700.95,0.15,17.31,11.27,7.51,28.46,36.44,5.83
Amaravati,13-08-2022,1,310.42,0,9,28.61,5.25,7.7,10.9,6.02
Amaravati,14-08-2022,1,267.03,0,8.57,20.92,6.2,5.97,7.74,4.94
Amaravati,15-08-2022,2,283.72,0,6.68,40.05,4.95,16.6,17.65,1.47
Amaravati,16-08-2022,2,393.87,0.01,11.65,20.74,5.36,12.24,14.97,2.79
Amaravati,17-08-2022,4,440.6,0,8.4,62.94,7.63,47.69,58.97,2.37
Amaravati,18-08-2022,5,834.47,0.03,20.22,23.25,7.63,51.68,62.9,4.31
Amaravati,19-08-2022,2,540.73,1.15,16.45,1.97,7.75,19.15,27.43,6.97
Amaravati,20-08-2022,2,467.3,0.28,14.39,4.96,6.56,16.67,21.48,2.91
Amaravati,21-08-2022,1,337.12,0,8.74,22.71,4.89,7.19,10.43,6.78
Amaravati,22-08-2022,2,410.56,0.01,10.62,20.74,5.96,12.21,15.61,3.8
Amaravati,23-08-2022,2,520.71,0,13.02,26.82,6.97,18.2,25.02,8.23
Amaravati,24-08-2022,4,894.55,5.09,15.77,0.24,6.74,36.57,52.23,10.64
Amaravati,25-08-2022,4,500.68,0.22,15.25,6.53,8.58,28.37,34.48,2.94
Amaravati,26-08-2022,4,514.03,0.02,13.19,20.03,7.03,39.54,48.1,3.99
Amaravati,27-08-2022,5,1415.25,4.92,30.16,0.67,10.85,79.34,93.09,5.51
Amaravati,28-08-2022,4,507.35,0.01,11.31,20.03,7.99,28.71,33.98,3.67
Amaravati,29-08-2022,3,500.68,0,9.51,36.84,6.79,25,28.18,1.68
Amaravati,30-08-2022,4,534.06,0.01,11.65,23.96,8.7,37.1,44.75,3.48
Amaravati,31-08-2022,4,614.17,0.57,16.45,4.2,11.09,31.16,41.49,4.69
Amaravati,01-09-2022,3,423.91,0.35,18.16,5.68,18.84,23.12,29.49,2.94
Amaravati,02-09-2022,3,627.52,1.36,11.48,2.24,8.23,21.38,29.57,5.76
Amaravati,03-09-2022,3,560.76,0.98,14.39,2.7,9.18,20.3,29.99,4.88
Amaravati,04-09-2022,4,403.88,0,7.11,43.99,5.54,26.08,30.91,3.04
Amaravati,05-09-2022,5,560.76,0,11.14,47.92,9.42,74.33,79.21,2.47
Amaravati,06-09-2022,5,660.9,0,20.22,37.91,11.8,57.07,64.78,5.26
Amaravati,07-09-2022,4,594.14,0,9.42,47.92,9.66,42.52,48.95,3.13
Amaravati,08-09-2022,5,1001.36,10.28,11.31,0.05,6.68,74.64,94.51,11.91
Amaravati,09-09-2022,5,814.44,0.03,25.36,14.13,16.21,56.2,59.63,2.98
Amaravati,10-09-2022,4,660.9,0.04,17.14,11.8,8.11,36.7,38.4,1.58
Amaravati,11-09-2022,1,390.53,0,7.63,21.64,2.62,7.54,8.62,1.71
Amaravati,12-09-2022,2,287.06,0,8.83,22.17,5.48,11.35,14.15,3.58
Amaravati,13-09-2022,5,500.68,0,9,78.68,9.54,70.5,83.64,2.75
Amaravati,14-09-2022,4,423.91,0,6.43,105.86,8.11,46.27,48.86,1.68
Amaravati,15-09-2022,5,494,0,7.2,100.14,8.11,75.12,80.79,2.31
Amaravati,16-09-2022,4,540.73,0,14.57,23.96,7.39,27.62,37.21,4.24
Amaravati,17-09-2022,2,560.76,0.13,16.96,9.83,5.3,18.79,26.34,6.14
Amaravati,18-09-2022,2,427.25,0.12,12.68,8.58,5.54,13.66,20.02,7.41
Amaravati,19-09-2022,2,347.14,0.05,9.77,10.73,4.77,12.26,15.3,2.12
Amaravati,20-09-2022,4,467.3,0.01,12.68,22.89,9.66,33.08,36.35,2.09
Amaravati,21-09-2022,4,567.44,0.02,14.74,16.81,7.75,29.95,37.27,3.67
Amaravati,22-09-2022,4,580.79,0.01,12.68,18.95,6.91,29.71,35.78,3.04
Amaravati,23-09-2022,4,594.14,0.34,14.39,4.92,5.66,34.89,44.83,3.61
Amaravati,24-09-2022,4,447.27,0.12,14.57,9.03,6.14,28.66,36.45,2.47
Amaravati,25-09-2022,4,720.98,8.49,10.28,0.04,6.38,42.43,59.08,15.33
Amaravati,26-09-2022,5,988.01,5.48,16.79,0.2,5.96,60.4,76.3,5.45
Amaravati,27-09-2022,5,754.36,0,15.94,24.68,8.7,79.33,82.74,1.58
Amaravati,28-09-2022,5,1121.52,7.15,20.05,0.17,10.37,69.1,79.7,10.51
Amaravati,29-09-2022,4,620.84,0.02,11.31,13.77,6.38,30.08,34.68,3.23
Amaravati,30-09-2022,4,587.46,0.39,12.85,2.37,5.25,31.56,36.04,3.13
Amaravati,01-10-2022,5,881.2,0.07,17.82,9.83,14.54,81.31,84.42,2.37
Amaravati,02-10-2022,5,614.17,0.02,8.91,17.34,5.42,75.31,82.39,2.63
Amaravati,03-10-2022,4,377.18,0,9.34,37.91,9.89,32.76,41.59,6.59
Amaravati,04-10-2022,4,520.71,0.01,10.97,20.03,4.53,41.74,57.58,6.78
Amaravati,05-10-2022,5,1174.93,13.41,8.74,0.01,8.34,74.81,102.25,13.81
Amaravati,06-10-2022,2,787.73,0,6.25,45.78,5.19,19.78,21.99,2.53
Amaravati,07-10-2022,2,627.52,0,5.91,41.84,5.13,17.66,18.64,1.42
Amaravati,08-10-2022,4,594.14,0,9.94,35.05,7.15,41.85,47.91,2.88
Amaravati,09-10-2022,4,634.19,0.87,14.05,2.7,4.83,35.85,41.75,4.94
Amaravati,10-10-2022,1,407.22,0.05,6.68,12.34,5.01,7.84,9.32,2.03
Amaravati,11-10-2022,2,417.23,0.02,9.77,19.31,9.18,16.78,22.05,2.63
Amaravati,12-10-2022,3,540.73,0.16,10.88,9.66,6.97,22.89,33.86,4.05
Amaravati,13-10-2022,5,1241.68,19.67,9.6,0,10.25,77.25,92.34,15.33
Amaravati,14-10-2022,5,1842.5,24.81,12.51,0,9.66,132.77,147.09,13.55
Amaravati,15-10-2022,5,747.68,0.06,22.62,9.3,7.39,81.88,86.23,2.47
Amaravati,16-10-2022,1,367.16,0.09,8.31,8.94,4.89,9.49,13.1,2.6
Amaravati,17-10-2022,4,707.63,3.63,8.57,0.33,5.01,28.74,37.41,6.21
Amaravati,18-10-2022,5,1228.33,13.52,10.02,0,6.68,93.75,108.2,11.4
Amaravati,19-10-2022,4,500.68,0,6.25,32.19,3.37,46.29,51.48,2.82
Amaravati,20-10-2022,5,801.09,0,9.77,25.03,4.41,80.95,88.06,3.17
Amaravati,21-10-2022,5,1014.71,0,11.82,27.54,5.07,186.42,203.09,4.69
Amaravati,22-10-2022,5,1255.04,0.1,17.65,21.1,6.79,166.79,188.1,5.13
Amaravati,23-10-2022,5,534.06,0,8.91,35.05,3.37,73.7,82.04,6.84
Amaravati,24-10-2022,5,453.95,0,7.11,52.21,6.85,78.58,89.71,8.04
Amaravati,25-10-2022,5,500.68,0,8.48,80.82,11.21,88.07,101.6,8.61
Amaravati,26-10-2022,5,707.63,0,13.54,27.89,9.54,93.69,109.57,9.75
Amaravati,27-10-2022,5,1148.22,0.03,18.16,18.6,8.46,151.75,173.18,7.85
Amaravati,28-10-2022,5,1201.63,0.02,16.62,20.92,8.7,186.83,208.38,5.83
Amaravati,29-10-2022,5,1121.52,0.01,16.62,19.31,8.46,173.31,193.24,5.83
Amaravati,30-10-2022,5,627.52,0,12.17,26.11,4.89,80.77,93.38,13.17
Amaravati,31-10-2022,5,1028.06,2.35,18.85,1.77,4.83,147.06,170.73,8.49
Amaravati,01-11-2022,5,1241.68,0,14.91,30.04,10.13,238.99,252.84,3.58
Amaravati,02-11-2022,5,1014.71,0,13.88,30.04,11.09,156.3,165.6,5.19
Amaravati,03-11-2022,5,1468.66,7.93,21.59,0.05,10.73,179.92,208.2,16.97
Amaravati,04-11-2022,5,1212,0.12,16.44,10.97,7.5,196,206,16.97
Amaravati,05-11-2022,5,1080,0,12.16,34.25,8.56,156,166.5,4.18
Amaravati,06-11-2022,5,1001.36,0,10.54,42.2,5.9,189.39,202.69,4.18
Amaravati,07-11-2022,5,767.71,0,12.51,38.98,6.5,137.13,157.28,5.45
Amaravati,08-11-2022,5,1188.28,0.02,17.65,20.56,9.18,184.96,212.88,6.52
Amaravati,09-11-2022,5,1028.06,0,14.05,33.62,7.75,182.34,207.2,5.57
Amaravati,10-11-2022,5,694.27,0,9,61.51,6.68,118.01,130.02,3.64
Amaravati,11-11-2022,5,620.84,0,7.2,83.68,8.7,106.1,116.91,5.19
Amaravati,12-11-2022,5,473.98,0,5.57,95.84,7.33,51.51,58.21,4.69
Amaravati,13-11-2022,5,520.71,0,4.71,85.12,4.89,73.11,76.79,2.41
Amaravati,14-11-2022,5,867.84,0,10.2,55.79,6.38,193.82,213.09,4.75
Amaravati,15-11-2022,5,1014.71,0,17.65,31.83,9.06,148.33,174.15,6.27
Amaravati,16-11-2022,5,1441.96,0.16,23.31,10.37,7.51,196.1,223.28,5.64
Amaravati,17-11-2022,5,1976.01,6.59,31.19,0.26,8.7,218.87,256.55,8.49
Amaravati,18-11-2022,5,1348.5,0,20.22,27.18,12.16,195.19,223.09,11.53
Amaravati,19-11-2022,5,1415.25,0.04,24.68,16.09,8.58,178.46,207.56,14.19
Amaravati,20-11-2022,5,567.44,0,9.85,42.2,4.59,116.49,130.9,9.88
Amaravati,21-11-2022,5,547.41,0,9.51,40.77,4.95,92.83,104.07,11.53
Amaravati,22-11-2022,5,600.81,0,9.94,31.47,6.62,93.72,101.78,3.04
Amaravati,23-11-2022,5,494,0,7.45,46.49,4.83,58.79,65.28,2.69
Amaravati,24-11-2022,4,600.81,0.11,9.51,10.1,5.66,31.13,39.79,3.93
Amaravati,25-11-2022,4,640.87,0.23,15.59,7.33,8.34,47.72,59.37,4.24
Amaravati,26-11-2022,5,1014.71,0.01,15.25,24.68,6.44,147.72,158.39,6.9
Amaravati,27-11-2022,5,1028.06,0,15.08,33.26,7.75,192.87,204.67,6.46
Amaravati,28-11-2022,5,1001.36,0,13.37,30.4,5.3,154.97,169.15,4.5
Amaravati,29-11-2022,5,1188.28,0.01,17.99,26.46,8.46,202.76,225.18,6.4
Amaravati,30-11-2022,5,907.9,0,17.31,50.07,12.64,177.45,194.84,4.62
Amaravati,01-12-2022,5,1562.12,0.15,23.31,11,11.32,252.37,278.5,11.27
Amaravati,02-12-2022,5,707.63,0,9.85,43.99,9.54,73.33,83.86,3.64
Amaravati,03-12-2022,5,988.01,0.08,14.05,12.52,6.44,73.54,86.41,5.19
Amaravati,04-12-2022,5,761.03,0,6.17,89.41,6.68,196.12,214.78,2.91
Amaravati,05-12-2022,5,834.47,0,8.74,72.24,7.99,228.4,247.87,3.58
Amaravati,06-12-2022,5,1121.52,0,15.59,33.97,8.23,259.78,284.11,5.83
Amaravati,07-12-2022,5,1562.12,1.84,21.93,1.92,7.63,322.72,358.31,11.27
Amaravati,08-12-2022,5,867.84,0,13.88,50.07,7.75,196.66,215.64,10.01
Amaravati,09-12-2022,5,807.76,0,10.28,92.98,17.64,196.53,212.35,10.01
Amaravati,11-12-2022,3,440.6,0,5.18,42.2,3.87,22.98,26.01,2.18
Amaravati,12-12-2022,1,353.81,0.02,9.42,17.17,4.65,8.37,12.38,2.22
Amaravati,13-12-2022,2,460.62,0.03,7.28,17.17,5.72,13.3,15.8,2.47
Amaravati,14-12-2022,5,1188.28,0.43,16.28,6.08,8.7,90.23,105.62,7.41
Amaravati,15-12-2022,5,1428.6,0.75,20.91,4.34,8.34,194.52,221.84,7.35
Amaravati,16-12-2022,5,1255.04,0.13,21.59,11.44,7.99,181.09,202.93,7.41
Amaravati,17-12-2022,5,1001.36,0,14.74,33.26,7.45,195.52,215.84,4.05
Amaravati,18-12-2022,5,674.25,0,10.02,54.36,9.06,167.01,182.63,2.94
Amaravati,19-12-2022,5,600.81,0,6.51,88.69,6.74,124.52,141.14,3.67
Amaravati,20-12-2022,5,847.82,0,10.2,58.65,6.68,163.89,182.86,3.99
Amaravati,21-12-2022,5,947.95,0,10.2,62.94,6.5,208.3,227.12,3.96
Amaravati,22-12-2022,5,1054.76,0,12.51,43.63,6.68,226.04,247.03,4.37
Amaravati,23-12-2022,5,921.25,0,9.17,94.41,8.7,252.88,270.32,4.18
Amaravati,24-12-2022,5,907.9,0,6.6,131.61,11.8,281.46,297.39,2.88
Amaravati,25-12-2022,5,620.84,0,5.74,94.41,5.96,158.32,172.22,2.79
Amaravati,26-12-2022,4,473.98,0,7.28,40.41,6.56,58.08,66.71,3.36
Amaravati,27-12-2022,4,774.38,0.07,16.62,15.56,8.11,61.6,71.79,5.45
Amaravati,28-12-2022,4,720.98,0.02,13.02,20.92,7.75,53.15,61.29,4.81
Amaravati,29-12-2022,3,627.52,0.09,13.19,12.87,6.68,39.66,48.12,4.24
Amaravati,30-12-2022,3,700.95,0.06,16.11,15.38,8.11,36.37,49.01,4.81
Amaravati,31-12-2022,3,694.27,0.05,13.71,14.48,6.26,41.85,53.99,4.18
Amaravati,01-01-2023,2,453.95,0.02,7.97,21.64,4.71,23.28,29.99,3.51
Amaravati,02-01-2023,4,534.06,0,8.74,30.4,5.66,51.92,60.6,4.05
Amaravati,03-01-2023,4,574.11,0,13.02,38.98,11.32,71.82,86.58,4.18
Amaravati,04-01-2023,5,540.73,0,10.97,58.65,12.64,82.54,97.64,4.18
Amaravati,05-01-2023,5,540.73,0,4.24,100.14,5.19,77.22,82.63,2.98
Amaravati,06-01-2023,5,907.9,0,12.68,65.8,8.11,142.83,162.64,7.03
Amaravati,07-01-2023,5,707.63,0,8.48,97.27,10.73,166.92,186.13,3.7
Amaravati,08-01-2023,5,1068.12,0,18.34,35.05,9.78,188.08,207.08,7.79
Amaravati,09-01-2023,5,827.79,0,16.11,33.62,7.87,109.41,126.5,6.9
Amaravati,10-01-2023,5,1174.93,0,22.28,30.04,11.44,119.23,141.86,10.39
Amaravati,11-01-2023,5,801.09,0,13.02,65.09,9.06,125.42,141.33,4.69
Amaravati,12-01-2023,5,881.2,0,14.39,42.92,7.57,133.62,151.4,5.19
Amaravati,13-01-2023,5,761.03,0,14.74,45.42,7.87,102.87,118.1,5.45
Amaravati,14-01-2023,4,700.95,0.01,14.91,29.68,6.68,63.11,76.88,5.7
Amaravati,15-01-2023,3,567.44,0.01,12.51,27.89,5.13,40.82,51.48,5
Amaravati,16-01-2023,3,383.85,0,6.43,59.37,5.19,43.95,50.46,2.63
Amaravati,17-01-2023,4,494,0,10.45,45.78,6.38,51.72,60.35,3.74
Amaravati,18-01-2023,4,473.98,0,9,60.8,6.74,59.74,68.17,3.77
Amaravati,19-01-2023,5,560.76,0,10.71,57.22,7.03,76.9,87.9,5.45
Amaravati,20-01-2023,4,587.46,0,10.2,54.36,6.97,72.07,83.84,5.76
Amaravati,21-01-2023,4,567.44,0,12.51,45.06,10.13,69.56,79.66,3.83
Amaravati,22-01-2023,4,687.6,0,11.48,55.79,8.34,65.46,78.64,5.07
Amaravati,23-01-2023,5,607.49,0,8.48,77.25,6.74,130,143.31,4.37
Amaravati,24-01-2023,5,534.06,0,10.11,71.53,8.46,85.06,102.97,3.2
Amaravati,25-01-2023,5,580.79,0,10.8,63.66,7.75,103.59,118.42,3.29
Amaravati,26-01-2023,5,841.14,0,13.71,62.23,10.37,195.31,214.48,3.77
Amaravati,27-01-2023,5,947.95,0,14.91,39.7,7.27,215.27,234.47,5.07
Amaravati,28-01-2023,5,934.6,0.01,21.08,22.53,12.28,111.45,130.09,16.72
Amaravati,29-01-2023,5,774.38,0,11.65,65.09,8.82,201.08,216.76,5.26
Amaravati,30-01-2023,5,640.87,0,5.83,84.4,5.3,128.12,144.4,4.69
Amaravati,31-01-2023,4,600.81,0,7.71,55.79,6.62,73.81,90.74,8.49
Amaravati,01-02-2023,5,607.49,0,11.14,59.37,8.46,79.51,98.39,10.01
Amaravati,02-02-2023,4,500.68,0,7.97,67.95,8.7,61.56,72.89,9.5
Amaravati,03-02-2023,5,667.57,0,6.68,91.55,7.99,138.77,151.94,6.97
Amaravati,04-02-2023,5,921.25,0,15.25,67.95,11.92,177.67,206.54,5.76
Amaravati,05-02-2023,5,580.79,0,8.23,84.4,6.26,129.39,147.01,3.83
Amaravati,06-02-2023,5,754.36,0,13.19,60.8,7.63,143.77,163.67,6.27
Amaravati,07-02-2023,5,640.87,0,11.31,55.07,7.99,103.5,121.86,4.56
Amaravati,08-02-2023,4,507.35,0,9.77,43.63,7.27,62.4,78.49,5.7
Amaravati,09-02-2023,5,547.41,0,10.97,50.78,9.06,81.3,95.48,4.69
Amaravati,10-02-2023,4,547.41,0,11.82,37.19,8.34,68.5,80.87,5.07
Amaravati,11-02-2023,4,634.19,0.01,14.74,24.68,8.11,54.06,67.2,6.78
Amaravati,12-02-2023,4,554.08,0,11.14,35.41,6.38,59.94,71.11,5.76
Amaravati,13-02-2023,5,1094.82,0.11,25.02,13.23,9.18,119,140.28,16.47
Amaravati,14-02-2023,5,600.81,0,14.91,42.56,10.73,94.03,110.28,5.32
Amaravati,15-02-2023,5,1401.9,0.05,32.56,15.74,14.54,128.07,160.88,15.71
Amaravati,16-02-2023,5,794.41,0,17.82,37.19,11.68,99.49,120.85,9.25
Amaravati,17-02-2023,5,594.14,0,14.22,51.5,10.01,76.86,94.51,6.08
Amaravati,18-02-2023,5,453.95,0,7.71,88.69,7.87,83.19,100.22,4.12
Amaravati,19-02-2023,3,427.25,0,9,48.64,6.44,46.15,59.35,6.46
Amaravati,20-02-2023,3,494,0.01,11.31,26.82,7.27,34.62,46.12,7.92
Amaravati,21-02-2023,3,460.62,0,11.65,31.47,7.99,30.48,42.62,5.38
Amaravati,22-02-2023,3,400.54,0,8.4,50.78,7.63,36.91,47.85,4.05
Amaravati,23-02-2023,3,390.53,0,7.37,57.22,7.09,46.93,56.69,4.05
Amaravati,25-02-2023,4,947.95,6.37,15.08,0.16,6.85,55.98,71.92,8.99
Amaravati,26-02-2023,2,440.6,0.01,9.6,26.82,5.9,14.94,22.03,8.23
Amaravati,27-02-2023,3,500.68,0,10.02,50.78,7.87,43.98,53.26,8.87
Amaravati,28-02-2023,4,767.71,0.03,18.85,22.35,9.42,61.12,77.5,14.06
Amaravati,01-03-2023,4,507.35,0,9,55.07,8.34,65.24,78.23,3.74
Amaravati,02-03-2023,4,700.95,0,13.54,28.61,9.18,69,84.51,12.03
Amaravati,03-03-2023,5,921.25,0,20.05,30.4,11.44,89.99,108.84,18.24
Amaravati,04-03-2023,5,814.44,0,16.28,45.78,12.52,103.14,120.81,16.21
Amaravati,05-03-2023,5,821.11,1.98,17.31,2.03,7.45,98.23,120.06,16.97
Amaravati,06-03-2023,5,620.84,0,12.17,45.78,8.58,86.56,103.74,13.55
Amaravati,07-03-2023,5,600.81,0,12.34,48.64,9.18,84.94,103.7,11.78
Amaravati,08-03-2023,5,734.33,0,14.05,40.05,9.06,99.77,118.62,15.2
Amaravati,09-03-2023,5,714.3,0.01,15.25,30.04,9.06,130.26,151.24,7.09
Amaravati,10-03-2023,5,587.46,0,9.77,50.07,8.82,95.21,108.96,9.37
Amaravati,11-03-2023,5,634.19,0,12.51,45.78,10.37,110.61,127.37,5.51
Amaravati,12-03-2023,5,547.41,0,8.91,58.65,7.99,89.03,105.07,4.37
Amaravati,13-03-2023,5,754.36,0.01,13.19,26.46,6.14,100.61,115.59,10.77
Amaravati,14-03-2023,5,807.76,0,13.37,46.49,7.27,137.28,151.46,9.25
Amaravati,15-03-2023,5,654.22,0,6.25,76.53,6.08,149.74,163.39,1.22
Amaravati,16-03-2023,5,540.73,0,4.84,63.66,4.95,92.38,106.19,3.23
Amaravati,17-03-2023,3,741,0.02,15.77,10.82,10.13,44.71,57.06,4.62
Amaravati,18-03-2023,4,807.76,0.27,24.33,5.99,20.98,51.38,61.93,4.05
Amaravati,19-03-2023,2,514.03,0.01,10.45,21.64,10.25,16.24,18.93,1.52
